Energy:
0.723733
0.810000
0.713867
0.711633
0.676067
0.752300
0.642733
0.685767
0.666767
0.757800
0.740533
0.785000
0.712833
0.747933
0.752267
0.719500
0.736633
0.693667
0.745867
0.718767
0.756033
0.711200
0.688600
0.742133
0.821933
0.776800
0.713567
0.718533
0.748200
0.755633
0.740833
0.775933
0.747567
0.800667
0.724433
0.734200
0.757400
0.671967
0.767400
0.740667
0.725700
0.720333
0.714067
0.673867
0.746500
0.751400
0.710933
0.748567
0.742967
0.725733
0.691533
0.751967
0.707667
0.709900
0.730267
0.888133
0.729733
0.721333
0.749333
0.660367
0.729900
0.738100
0.790200
0.735567
0.693433
0.758800
0.675733
0.650633
0.720767
0.747800
0.838033
0.736333
0.749600
0.825167
0.771533
0.734133
0.763533
0.709200
0.706833
0.738133
0.707900
0.737133
0.759767
0.773633
0.732100
0.760333
0.742167
0.793667
0.722033
0.761500
0.732400
0.829300
0.759033
0.674600
0.764933
0.645933
0.774233
0.756800
0.699433
0.772167
0.740600
0.760367
0.660667
0.759967
0.778000
0.692567
0.696800
0.806500
0.768500
0.662767
0.760867
0.763600
0.817733
0.784467
0.798467
0.710567
0.771933
0.746900
0.770500
0.691633
0.747000
0.699833
0.731633
0.740200
0.638033
0.759600
0.799567
0.782367
0.741567
0.760400
0.729433
0.771467
0.694833
0.701867
0.756467
0.862133
0.767833
0.783633
0.714533
0.724400
0.693767
0.688067
0.698600
0.734967
0.762500
0.716900
0.805433
0.751367
0.705267
0.722933
0.758067
0.843367
0.725333
0.691200
0.712100
0.753533
0.742100
0.769033
0.795400
0.707400
0.689600
0.731833
0.696900
0.747700
0.783333
0.677667
0.719400
0.728900
0.715600
0.667267
0.768333
0.678567
0.711333
0.750067
0.726267
0.731333
0.701733
0.730267
0.733233
0.780300
0.764667
0.723400
0.787833
0.626767
0.786433
0.728533
0.845033
0.690967
0.727300
0.784167
0.833233
0.719700
0.687967
0.701867
0.780800
0.760067
0.765500
0.762267
0.742867
0.728700
0.695067
0.724333
0.739700
0.711567
0.735567
0.721000
0.791600
0.795667
0.750600
0.785700
0.749067
0.783433
0.690367
0.764733
0.623733
0.705067
0.771033
0.731000
0.832967
0.827567
0.726000
0.727767
0.740067
0.603767
0.799267
0.706167
0.778167
0.641033
0.774900
0.824733
0.793433
0.704200
0.763833
0.696733
0.671000
0.711600
0.739967
0.745033
0.736400
0.834800
0.804100
0.670200
0.725300
0.675933
0.750500
0.788567
0.809033
0.768633
0.735900
0.792700
0.731667
0.795500
0.754600
0.753400
0.814800
0.778733
0.761733
0.702733
0.773467
0.688100
0.774367
0.743333
0.671633
0.672100
0.756333
0.757867
0.721033
0.757900
0.754767
0.748667
0.745000
0.755733
0.733567
0.739067
0.612200
0.726300
0.714133
0.721267
0.771933
0.775733
0.737900
0.757533
0.807433
0.767867
0.723033
0.759900
0.733167
0.703533
0.700367
0.706733
0.795400
0.731900
