Energy:
0.690433
0.730333
0.769767
0.726767
0.709567
0.721300
0.719067
0.702200
0.665267
0.733133
0.746667
0.776500
0.716333
0.810767
0.668000
0.763533
0.729700
0.696833
0.667833
0.690567
0.722233
0.740933
0.691933
0.671867
0.675567
0.727800
0.659133
0.743233
0.714500
0.789300
0.690567
0.728600
0.752333
0.691867
0.764333
0.682733
0.720900
0.699333
0.645433
0.634233
0.732967
0.750533
0.712933
0.719900
0.754767
0.778767
0.788900
0.765833
0.740333
0.804400
0.769567
0.694467
0.686167
0.741833
0.707233
0.738133
0.708667
0.658833
0.746467
0.691467
0.776133
0.674833
0.677800
0.680967
0.676333
0.701167
0.708967
0.743433
0.730533
0.749900
0.752100
0.649533
0.758667
0.821500
0.665733
0.721000
0.741400
0.682200
0.689533
0.777367
0.708700
0.724200
0.765800
0.720300
0.700267
0.723633
0.764900
0.764967
0.677867
0.728133
0.728533
0.701667
0.799533
0.711567
0.698767
0.699133
0.767200
0.763167
0.746467
0.755433
0.799067
0.689033
0.717767
0.673300
0.698133
0.676767
0.741067
0.730667
0.667133
0.692300
0.800867
0.749767
0.663567
0.711200
0.694133
0.781167
0.680567
0.739100
0.753833
0.730333
0.691400
0.643133
0.754233
0.716400
0.670333
0.769300
0.701467
0.674167
0.800300
0.701267
0.762233
0.738067
0.732367
0.699867
0.727000
0.737467
0.786833
0.682700
0.731200
0.717400
0.677200
0.654300
0.783067
0.736667
0.726300
0.700367
0.660800
0.756867
0.846833
0.645967
0.707200
0.809000
0.759633
0.687633
0.706733
0.689000
0.661733
0.660100
0.729300
0.661733
0.700833
0.731967
0.714833
0.719900
0.736233
0.788767
0.741067
0.695067
0.795667
0.715733
0.706433
0.652100
0.717633
0.766400
0.745467
0.743533
0.781600
0.707533
0.762667
0.731700
0.697967
0.723400
0.634600
0.703167
0.750300
0.711833
0.637600
0.768200
0.714400
0.687700
0.776600
0.705667
0.748433
0.798133
0.722333
0.761367
0.689633
0.723700
0.667167
0.680500
0.658933
0.753733
0.705033
0.731100
0.706067
0.744700
0.720867
0.660367
0.748900
0.789633
0.704533
0.682467
0.725367
0.721833
0.729900
0.726700
0.664733
0.737667
0.728467
0.767267
0.734200
0.840600
0.707300
0.751400
0.783367
0.751200
0.696533
0.748433
0.677967
0.661000
0.729567
0.714300
0.694200
0.747667
0.731567
0.681367
0.731067
0.695300
0.726200
0.695800
0.759567
0.696500
0.685300
0.741633
0.709767
0.693533
0.712467
0.652100
0.705833
0.730233
0.775300
0.713300
0.732100
0.654733
0.717667
0.694133
0.673833
0.636967
0.746233
0.743467
0.732533
0.722367
0.708267
0.716067
0.772533
0.683367
0.690333
0.726300
0.734200
0.647000
0.729967
0.654833
0.783667
0.766967
0.790167
0.765500
0.681267
0.711467
0.746967
0.716767
0.672900
0.749933
0.733700
0.708167
0.688367
0.740900
0.714900
0.774767
0.795667
0.728033
0.744700
0.704467
0.761900
0.682433
0.667467
0.712400
0.789033
0.732400
0.721933
0.725033
0.754633
0.710267
0.683900
0.791100
0.702900
0.785667
0.778367
0.728300
0.725800
0.807600
0.788567
0.698567
0.738100
0.700000
0.736333
0.682633
0.795900
0.747867
0.750700
0.741700
0.803633
0.724133
0.770200
0.599300
0.804700
0.799867
0.680733
0.736467
0.827100
0.789900
0.721900
0.744567
0.818333
0.701267
0.796933
0.756033
0.743033
0.739167
0.782267
0.741633
0.805533
0.702633
0.779767
0.720333
0.749933
0.733067
0.757667
0.664900
0.729033
0.705467
0.703967
0.717300
0.674933
0.755933
0.721633
0.752000
0.693133
0.783633
0.737300
0.690167
0.720500
0.689000
0.698933
0.701967
0.768700
0.749800
0.747333
0.784100
0.747567
0.657600
0.772333
0.697500
0.756000
0.688033
0.748700
0.688200
0.723233
0.690533
0.661400
0.658867
0.700200
0.768900
0.707433
0.676567
0.610033
0.732333
0.691133
0.777000
0.673533
0.714833
0.777000
0.687767
0.792833
0.815667
0.704433
0.759200
0.760500
0.761367
0.736433
0.723167
0.687833
0.699100
0.729767
0.707567
0.723767
0.736467
0.724067
0.732500
0.755533
0.720000
0.786600
0.702567
0.772300
0.608100
0.661467
0.757633
0.764967
0.749100
0.650000
0.695933
0.676300
0.697733
0.712133
0.772700
0.683500
0.754300
0.687767
0.738933
0.701533
0.665533
0.679667
0.741900
0.710800
0.708400
0.677433
0.711833
0.708900
0.792967
0.704533
0.793467
0.758533
0.690933
0.738700
0.709633
0.760433
0.700233
0.688833
0.770067
0.774233
0.745233
0.723000
0.685833
0.756600
0.742767
0.761633
0.737267
0.733600
0.779500
0.764600
0.684500
0.724233
0.757067
0.717567
0.741767
0.799367
0.672800
0.690100
0.717500
0.672967
0.676700
0.689867
0.651467
0.708833
0.730133
0.734367
0.731500
0.827600
0.711033
0.708633
0.714700
0.711467
0.709600
0.725167
0.704067
0.695733
0.665600
0.732000
0.722467
0.729167
0.677733
0.723900
0.715733
0.701567
0.777267
0.715033
0.755000
0.781500
0.798700
0.812433
0.721233
0.841067
0.804033
0.717067
