Particle number:
1.714200
1.722800
1.758000
1.710200
1.729400
1.716200
1.737800
1.722600
1.706600
1.702800
1.732400
1.724800
1.719600
1.778200
1.747000
1.737000
1.705200
1.705400
1.729400
1.728800
1.706400
1.746600
1.739400
1.707000
1.693400
1.737600
1.666000
1.746800
1.729000
1.705200
1.742400
1.742000
1.725200
1.731400
1.742800
1.697200
1.722600
1.694000
1.696200
1.698000
1.732600
1.756000
1.722000
1.675400
1.705000
1.730800
1.755200
1.731600
1.733400
1.708800
1.741600
1.739600
1.704600
1.724000
1.719600
1.730400
1.704200
1.709600
1.732800
1.704400
1.732400
1.675800
1.709400
1.683600
1.744200
1.718400
1.707800
1.726200
1.716000
1.725200
1.749600
1.698400
1.738200
1.758200
1.689200
1.732200
1.716400
1.689800
1.709800
1.714200
1.719000
1.689200
1.738200
1.735000
1.743000
1.724000
1.749200
1.739000
1.702200
1.780400
1.732400
1.712600
1.753400
1.720400
1.720800
1.739600
1.754600
1.763000
1.698000
1.736200
1.708000
1.734000
1.722400
1.722000
1.713400
1.733200
1.717000
1.740000
1.727800
1.705200
1.766600
1.739200
1.709600
1.722400
1.738000
1.770600
1.720000
1.743000
1.739200
1.713800
1.699800
1.747200
1.726400
1.722800
1.717800
1.743000
1.713000
1.674000
1.734800
1.705000
1.736800
1.728000
1.716000
1.723600
1.724600
1.742800
1.735800
1.728200
1.716000
1.681400
1.729200
1.729200
1.761200
1.735200
1.729800
1.708200
1.730200
1.727000
1.755200
1.728800
1.713400
1.746800
1.735400
1.689200
1.727400
1.714200
1.691400
1.700000
1.725800
1.723600
1.724000
1.730400
1.735200
1.716800
1.720800
1.725000
1.725000
1.726200
1.750200
1.742000
1.703000
1.700800
1.716600
1.727400
1.739800
1.726000
1.709800
1.715000
1.725600
1.710600
1.715200
1.706400
1.719400
1.716000
1.723600
1.736200
1.709000
1.730000
1.724000
1.696000
1.726800
1.735400
1.719800
1.703000
1.722800
1.722000
1.729400
1.731600
1.734600
1.716200
1.686000
1.722600
1.691600
1.746000
1.709200
1.720600
1.730400
1.695400
1.761400
1.738800
1.733200
1.713600
1.726200
1.749200
1.737400
1.725600
1.718600
1.734200
1.727600
1.708200
1.712600
1.767000
1.720000
1.760800
1.723400
1.735600
1.710200
1.759200
1.716000
1.712200
1.717000
1.759200
1.742600
1.742000
1.745000
1.709000
1.709800
1.699400
1.709600
1.704800
1.706800
1.704600
1.715800
1.725400
1.750600
1.721800
1.724000
1.672400
1.741600
1.717600
1.748400
1.726800
1.708200
1.701200
1.713600
1.721600
1.681400
1.710600
1.710400
1.727000
1.709600
1.723000
1.721600
1.741800
1.731400
1.699200
1.746200
1.725800
1.711400
1.675000
1.729800
1.681000
1.743600
1.752000
1.753600
1.720000
1.707600
1.732400
1.763400
1.709200
1.718400
1.766600
1.740200
1.732600
1.729400
1.724000
1.733400
1.749600
1.736000
1.709000
1.719600
1.749000
1.753800
1.733600
1.715600
1.729000
1.732600
1.741400
1.694600
1.714000
1.702800
1.722200
1.697600
1.742400
1.743000
1.741000
1.760200
1.698400
1.726400
1.735600
1.740000
1.700400
1.708800
1.692400
1.737200
1.701600
1.733600
1.757000
1.729000
1.719000
1.753400
1.719600
1.726800
1.697800
1.727200
1.749800
1.707000
1.730200
1.754200
1.715800
1.739800
1.724200
1.728400
1.727400
1.745400
1.740600
1.725400
1.722000
1.716800
1.722400
1.754800
1.733000
1.748200
1.710400
1.706600
1.712600
1.715200
1.714200
1.720800
1.719200
1.706200
1.732400
1.703400
1.734400
1.732000
1.712000
1.673000
1.722400
1.730800
1.720800
1.727400
1.734800
1.739400
1.734800
1.728200
1.704800
1.707400
1.750400
1.740800
1.717000
1.709800
1.701000
1.720600
1.736600
1.748600
1.712400
1.747600
1.703400
1.689400
1.718400
1.739000
1.749000
1.710200
1.718400
1.730600
1.699400
1.694600
1.718800
1.707600
1.743000
1.713600
1.709800
1.744000
1.744800
1.712000
1.716200
1.736600
1.717600
1.736000
1.724400
1.716400
1.708400
1.731000
1.658600
1.714600
1.720000
1.713600
1.744400
1.754200
1.738000
1.742600
1.723400
1.712400
1.725400
1.710200
1.739400
1.725800
1.697200
1.699400
1.684200
1.749400
1.700200
1.717600
1.719400
1.700200
1.730600
1.722600
1.753600
1.706800
1.727600
1.664400
1.727600
1.731400
1.733600
1.682200
1.742400
1.714000
1.738800
1.749200
1.728400
1.740400
1.731400
1.738400
1.722200
1.741400
1.709400
1.703200
1.723200
1.731200
1.690200
1.704800
1.720800
1.743600
1.730600
1.731600
1.739000
1.715400
1.743200
1.741200
1.728400
1.722400
1.763000
1.692400
1.723200
1.720200
1.708600
1.734600
1.728200
1.709800
1.702800
1.697600
1.703600
1.693200
1.710200
1.736200
1.710400
1.736400
1.680400
1.720200
1.740800
1.695400
1.725200
1.723000
1.724200
1.724400
1.690200
1.726800
1.726600
1.711800
1.688000
